TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft of Bicycle,2018,8,18,22.0,0.0,45XX W 10TH AVE,West Point Grey,484778.67,5456802.49
Theft from Vehicle,2018,1,9,17.0,0.0,7XX W 62ND AVE,Marpole,491244.53,5451270.68
Break and Enter Residential/Other,2018,11,11,0.0,0.0,68XX HEATHER ST,Oakridge,490987.86,5452226.14
Break and Enter Residential/Other,2018,5,31,22.0,30.0,68XX HEATHER ST,Oakridge,490987.86,5452226.14
Break and Enter Residential/Other,2018,1,17,14.0,41.0,68XX GRANVILLE ST,Oakridge,489814.55,5452322.79
Break and Enter Residential/Other,2018,11,13,2.0,30.0,68XX GLADSTONE ST,Victoria-Fraserview,495449.02,5452102.09
Theft from Vehicle,2018,6,17,19.0,0.0,7XX W 66TH AVE,Marpole,491031.4,5450943.01
Theft from Vehicle,2018,10,21,20.0,33.0,7XX W 66TH AVE,Marpole,491168.5,5450931.12
Theft from Vehicle,2018,10,16,11.0,30.0,12XX HORNBY ST,Central Business District,490580.17,5458306.16
Theft from Vehicle,2018,8,2,20.0,0.0,7XX W 66TH AVE,Marpole,491241.14,5450929.67
Theft from Vehicle,2018,10,29,2.0,59.0,7XX W 66TH AVE,Marpole,491241.14,5450929.67
Break and Enter Residential/Other,2018,6,13,21.0,0.0,68XX EAST BLVD,Kerrisdale,488912.24,5452311.58
Theft from Vehicle,2018,4,15,0.0,1.0,7XX W 68TH AVE,Marpole,491080.05,5450832.04
Theft from Vehicle,2018,2,15,19.0,0.0,7XX W 68TH AVE,Marpole,491231.67,5450828.3
Mischief,2018,12,15,3.0,30.0,MACDONALD ST / W 16TH AVE,Arbutus Ridge,487747.27,5456105.26
Break and Enter Residential/Other,2018,5,30,13.0,30.0,68XX DOMAN ST,Killarney,497327.91,5452083.54
Vehicle Collision or Pedestrian Struck (with Injury),2018,8,15,4.0,45.0,HEMLOCK ST / W 6TH AVE,Fairview,490101.0,5457051.0
Vehicle Collision or Pedestrian Struck (with Injury),2018,9,10,8.0,51.0,HEMLOCK ST / W 6TH AVE,Fairview,490101.0,5457051.0
Break and Enter Residential/Other,2018,3,23,21.0,0.0,68XX ASH ST,Oakridge,491396.86,5452241.55
Break and Enter Residential/Other,2018,1,21,14.0,0.0,68XX ARLINGTON ST,Killarney,497827.13,5452030.0
Theft from Vehicle,2018,9,17,16.0,30.0,7XX W 70TH AVE,Marpole,491066.83,5450633.5
Break and Enter Residential/Other,2018,10,31,9.0,30.0,68XX ARBUTUS ST,Kerrisdale,488686.84,5452274.08
Theft from Vehicle,2018,1,10,0.0,1.0,7XX W 70TH AVE,Marpole,491134.55,5450639.0
Theft from Vehicle,2018,6,5,21.0,0.0,7XX W 70TH AVE,Marpole,491134.55,5450639.0
Theft from Vehicle,2018,6,9,7.0,30.0,10XX BURRARD ST,West End,490729.63,5458622.14
Theft from Vehicle,2018,4,10,21.0,0.0,7XX W 7TH AVE,Fairview,491188.53,5456926.25
Theft from Vehicle,2018,1,20,10.0,0.0,7XX W 7TH AVE,Fairview,491237.85,5456925.41
Vehicle Collision or Pedestrian Struck (with Injury),2018,12,11,19.0,8.0,E 62ND AVE / KNIGHT ST,Sunset,494384.0,5451222.0
Mischief,2018,6,1,20.0,0.0,MACDONALD ST / W 12TH AVE,Kitsilano,487757.23,5456526.24
Theft of Bicycle,2018,6,22,20.0,0.0,45XX FRASER ST,Kensington-Cedar Cottage,493433.97,5454644.06
Theft from Vehicle,2018,8,25,23.0,0.0,12XX HORNBY ST,Central Business District,490622.34,5458348.65
Theft from Vehicle,2018,8,28,22.0,0.0,7XX W 7TH AVE,Fairview,491273.47,5456924.8
Break and Enter Residential/Other,2018,5,12,12.0,0.0,67XX VICTORIA DR,Victoria-Fraserview,495211.42,5452232.02
Theft from Vehicle,2018,12,7,14.0,0.0,7XX W 8TH AVE,Fairview,491239.23,5456831.04
Theft of Bicycle,2018,5,31,20.0,0.0,45XX FRASER ST,Kensington-Cedar Cottage,493432.84,5454588.87
Break and Enter Commercial,2018,9,2,18.0,0.0,15XX ALBERNI ST,West End,490481.61,5459687.94
Break and Enter Commercial,2018,10,2,13.0,0.0,20XX ALMA ST,Kitsilano,486493.3,5457247.85
Vehicle Collision or Pedestrian Struck (with Injury),2018,1,25,21.0,4.0,HOMER ST / DRAKE ST,Central Business District,490918.0,5457946.0
Theft of Bicycle,2018,8,26,21.0,0.0,45XX COMMERCIAL ST,Kensington-Cedar Cottage,495058.36,5454576.67
Theft from Vehicle,2018,2,14,18.0,0.0,7XX W 8TH AVE,Fairview,491255.83,5456839.96
Theft from Vehicle,2018,3,1,0.0,0.0,7XX W 8TH AVE,Fairview,491277.68,5456830.51
Break and Enter Residential/Other,2018,10,13,20.0,0.0,67XX OAK ST,Oakridge,490654.0,5452403.33
Break and Enter Residential/Other,2018,8,15,15.0,0.0,67XX OAK ST,Oakridge,490653.3,5452384.43
Break and Enter Residential/Other,2018,5,14,10.0,0.0,67XX OAK ST,Oakridge,490653.3,5452384.43
Break and Enter Residential/Other,2018,4,3,0.0,0.0,15XX W 14TH AVE,Fairview,489805.37,5456255.48
Theft from Vehicle,2018,9,12,21.0,30.0,7XX W 8TH AVE,Fairview,491277.68,5456830.51
Theft from Vehicle,2018,2,21,18.0,0.0,7XX W BROADWAY AVE,Fairview,491170.72,5456739.24
Theft from Vehicle,2018,5,14,17.0,50.0,7XX W BROADWAY AVE,Fairview,491170.72,5456739.24
Theft from Vehicle,2018,5,30,22.0,36.0,7XX W BROADWAY AVE,Fairview,491170.72,5456739.24
Theft from Vehicle,2018,7,28,9.0,0.0,7XX W BROADWAY AVE,Fairview,491170.72,5456739.24
Theft from Vehicle,2018,12,12,8.0,38.0,7XX W BROADWAY AVE,Fairview,491170.72,5456739.24
Theft of Bicycle,2018,8,18,19.0,0.0,45XX CLANCY LORANGER WAY,Riley Park,492098.35,5454510.6
Break and Enter Residential/Other,2018,6,24,23.0,0.0,3XX E 8TH AVE,Mount Pleasant,492880.88,5456773.4
Theft of Bicycle,2018,7,19,9.0,0.0,45XX CLANCY LORANGER WAY,Riley Park,492098.35,5454510.6
Break and Enter Residential/Other,2018,4,23,5.0,5.0,67XX MONTGOMERY ST,Oakridge,490393.17,5452392.93
Break and Enter Residential/Other,2018,6,7,22.0,0.0,15XX W 15TH AVE,Fairview,489750.47,5456154.54
Theft of Bicycle,2018,3,2,8.0,5.0,45XX CLANCY LORANGER WAY,Riley Park,492098.35,5454510.6
Break and Enter Residential/Other,2018,10,30,0.0,0.0,67XX MAPLE ST,Kerrisdale,488890.31,5452432.16
Theft from Vehicle,2018,6,30,7.0,0.0,10XX BURRARD ST,West End,490729.63,5458622.14
Theft from Vehicle,2018,7,7,12.0,45.0,10XX BURRARD ST,West End,490729.63,5458622.14
Theft from Vehicle,2018,1,26,9.0,0.0,7XX W BROADWAY AVE,Fairview,491251.13,5456728.52
Break and Enter Residential/Other,2018,4,19,13.0,55.0,67XX LA SALLE ST,Killarney,498101.15,5452074.24
Break and Enter Commercial,2018,10,29,7.0,45.0,12XX E HASTINGS ST,Strathcona,494376.15,5458740.04
Break and Enter Commercial,2018,8,8,17.0,0.0,19XX HIGHBURY ST,West Point Grey,486346.37,5457356.12
Theft from Vehicle,2018,2,12,3.0,40.0,7XX W BROADWAY AVE,Fairview,491259.37,5456737.51
Theft from Vehicle,2018,9,6,16.0,0.0,7XX W BROADWAY AVE,Fairview,491259.37,5456737.51
Theft from Vehicle,2018,10,9,23.0,0.0,7XX W BROADWAY AVE,Fairview,491259.37,5456737.51
Theft from Vehicle,2018,11,30,22.0,0.0,7XX W BROADWAY AVE,Fairview,491259.37,5456737.51
Theft of Bicycle,2018,9,26,10.0,30.0,45XX BEATRICE ST,Kensington-Cedar Cottage,495150.07,5454629.49
Theft from Vehicle,2018,12,13,20.0,30.0,7XX W BROADWAY AVE,Fairview,491259.37,5456737.51
Theft from Vehicle,2018,12,26,14.0,0.0,7XX W BROADWAY AVE,Fairview,491259.37,5456737.51
Offence Against a Person,2018,3,17,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Break and Enter Residential/Other,2018,3,10,14.0,0.0,67XX GLADSTONE ST,Victoria-Fraserview,495442.0,5452167.49
Vehicle Collision or Pedestrian Struck (with Injury),2018,7,18,11.0,26.0,HORNBY ST / DUNSMUIR ST,Central Business District,491393.0,5459134.0
Theft of Bicycle,2018,12,9,6.0,15.0,44XX W 6TH AVE,West Point Grey,484885.12,5457183.73
Break and Enter Residential/Other,2018,6,29,12.0,30.0,67XX FREMLIN ST,Oakridge,490762.33,5452438.89
Offence Against a Person,2018,4,24,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Theft of Bicycle,2018,12,11,13.0,45.0,44XX W 5TH AVE,West Point Grey,484929.09,5457277.94
Vehicle Collision or Pedestrian Struck (with Injury),2018,10,7,13.0,7.0,HORNBY ST / HELMCKEN ST,Central Business District,490792.0,5458530.0
Theft from Vehicle,2018,2,27,18.0,50.0,7XX W BROADWAY AVE,Fairview,491272.62,5456728.1
Theft from Vehicle,2018,1,12,0.0,0.0,7XX W CORDOVA ST,Central Business District,491787.34,5459251.08
Theft of Bicycle,2018,8,1,23.0,30.0,44XX W 13TH AVE,West Point Grey,484966.42,5456503.18
Break and Enter Commercial,2018,9,9,18.0,20.0,14XX WILLIAM ST,Grandview-Woodland,494559.7,5457914.11
Theft from Vehicle,2018,3,18,7.0,26.0,7XX W CORDOVA ST,Central Business District,491787.34,5459251.08
Theft from Vehicle,2018,3,31,20.0,45.0,7XX W CORDOVA ST,Central Business District,491787.34,5459251.08
Theft from Vehicle,2018,8,31,15.0,0.0,7XX W CORDOVA ST,Central Business District,491787.34,5459251.08
Theft from Vehicle,2018,12,24,15.0,0.0,7XX W GEORGIA ST,Central Business District,491333.34,5458932.42
Mischief,2018,3,18,19.0,0.0,LAUREL ST / W 7TH AVE,Fairview,490970.74,5456935.94
Vehicle Collision or Pedestrian Struck (with Injury),2018,10,22,18.0,24.0,HORNBY ST / PACIFIC ST,Central Business District,490443.0,5458177.0
Theft from Vehicle,2018,5,9,17.0,20.0,7XX W GEORGIA ST,Central Business District,491345.43,5458933.33
Break and Enter Residential/Other,2018,5,17,12.0,58.0,3XX E CORDOVA ST,Strathcona,493012.58,5458829.54
Offence Against a Person,2018,5,24,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Break and Enter Residential/Other,2018,2,14,21.0,0.0,67XX CYPRESS ST,Kerrisdale,489104.84,5452403.3
Mischief,2018,9,26,21.0,30.0,LAUREL ST / W 6TH AVE,Fairview,490973.12,5457027.97
Break and Enter Residential/Other,2018,7,26,22.0,51.0,67XX BEECHWOOD ST,Kerrisdale,488550.14,5452375.44
Break and Enter Residential/Other,2018,2,2,21.0,20.0,67XX ADERA ST,Kerrisdale,489548.17,5452425.36
Theft of Bicycle,2018,5,21,16.0,4.0,44XX OAK ST,South Cambie,490713.72,5454765.02
Vehicle Collision or Pedestrian Struck (with Injury),2018,6,23,22.0,13.0,HORNBY ST / W PENDER ST,Central Business District,491501.0,5459246.0
Theft of Bicycle,2018,5,21,6.0,45.0,44XX OAK ST,South Cambie,490713.72,5454765.02
Theft of Bicycle,2018,5,10,10.0,5.0,44XX OAK ST,South Cambie,490713.72,5454765.02
Mischief,2018,7,30,18.0,0.0,LAUREL ST / W 13TH AVE,Fairview,490953.32,5456322.2
Break and Enter Residential/Other,2018,3,19,20.0,0.0,3XX E HASTINGS ST,Strathcona,492978.91,5458726.76
Break and Enter Residential/Other,2018,8,25,0.0,38.0,3XX E HASTINGS ST,Strathcona,492978.91,5458726.76
Break and Enter Residential/Other,2018,12,4,16.0,35.0,3XX E HASTINGS ST,Strathcona,492978.91,5458726.76
Mischief,2018,10,21,22.0,30.0,LAUREL ST / W 12TH AVE,Fairview,490872.8,5456434.57
Break and Enter Residential/Other,2018,5,10,21.0,21.0,66XX ROSS ST,Sunset,493961.51,5452353.82
Break and Enter Residential/Other,2018,1,4,15.0,30.0,66XX RALEIGH ST,Killarney,496552.9,5452308.23
Theft from Vehicle,2018,7,21,21.0,3.0,10XX BURRARD ST,West End,490729.63,5458622.14
Break and Enter Residential/Other,2018,12,1,11.0,18.0,66XX ONTARIO ST,Sunset,492289.97,5452362.49
Break and Enter Commercial,2018,5,18,18.0,30.0,20XX ALMA ST,West Point Grey,486484.41,5457255.45
Theft from Vehicle,2018,1,15,8.0,20.0,7XX W GEORGIA ST,Central Business District,491402.8,5458863.87
Theft from Vehicle,2018,1,31,11.0,55.0,7XX W GEORGIA ST,Central Business District,491402.8,5458863.87
Break and Enter Commercial,2018,9,20,16.0,0.0,1XX W 2ND AVE,Mount Pleasant,492123.26,5457403.55
Theft from Vehicle,2018,2,1,20.0,59.0,7XX W GEORGIA ST,Central Business District,491402.8,5458863.87
Theft from Vehicle,2018,3,7,15.0,30.0,7XX W GEORGIA ST,Central Business District,491402.8,5458863.87
Theft from Vehicle,2018,4,16,10.0,15.0,7XX W GEORGIA ST,Central Business District,491402.8,5458863.87
Theft from Vehicle,2018,4,27,13.0,2.0,7XX W GEORGIA ST,Central Business District,491402.8,5458863.87
Theft from Vehicle,2018,5,25,13.0,34.0,7XX W GEORGIA ST,Central Business District,491402.8,5458863.87
Break and Enter Commercial,2018,4,2,0.0,0.0,12XX FRANCES ST,Strathcona,494324.77,5458532.34
Break and Enter Residential/Other,2018,12,18,0.0,56.0,66XX HEATHER ST,Oakridge,491002.92,5452455.53
Theft from Vehicle,2018,7,6,17.0,0.0,7XX W GEORGIA ST,Central Business District,491402.8,5458863.87
Theft from Vehicle,2018,7,10,18.0,25.0,7XX W GEORGIA ST,Central Business District,491402.8,5458863.87
Theft from Vehicle,2018,7,16,16.0,0.0,7XX W GEORGIA ST,Central Business District,491402.8,5458863.87
Vehicle Collision or Pedestrian Struck (with Injury),2018,2,13,23.0,52.0,HOWE ST / NELSON ST,Central Business District,490978.0,5458580.0
Vehicle Collision or Pedestrian Struck (with Injury),2018,10,1,5.0,20.0,HOWE ST / NELSON ST,Central Business District,490978.0,5458580.0
Vehicle Collision or Pedestrian Struck (with Injury),2018,10,26,0.0,20.0,HOWE ST / NELSON ST,Central Business District,490978.0,5458580.0
Theft from Vehicle,2018,8,11,11.0,30.0,7XX W GEORGIA ST,Central Business District,491402.8,5458863.87
Theft from Vehicle,2018,8,12,20.0,0.0,7XX W GEORGIA ST,Central Business District,491402.8,5458863.87
Theft from Vehicle,2018,10,2,17.0,0.0,7XX W GEORGIA ST,Central Business District,491402.8,5458863.87
Break and Enter Residential/Other,2018,7,18,8.0,0.0,66XX GRANVILLE ST,Kerrisdale,489810.37,5452505.91
Theft from Vehicle,2018,11,14,9.0,0.0,7XX W GEORGIA ST,Central Business District,491402.8,5458863.87
Mischief,2018,10,17,13.0,0.0,LAUREL ST / W 10TH AVE,Fairview,490879.48,5456635.37
Theft from Vehicle,2018,12,12,11.0,30.0,7XX W GEORGIA ST,Central Business District,491402.8,5458863.87
Theft from Vehicle,2018,12,14,17.0,30.0,7XX W GEORGIA ST,Central Business District,491402.8,5458863.87
Mischief,2018,2,15,18.0,0.0,LARCH ST / W 1ST AVE,Kitsilano,488202.94,5457587.9
Theft from Vehicle,2018,4,16,3.0,30.0,12XX HORNBY ST,Central Business District,490642.31,5458368.77
Theft from Vehicle,2018,12,20,0.0,0.0,7XX W GEORGIA ST,Central Business District,491402.8,5458863.87
Theft from Vehicle,2018,12,24,13.0,0.0,7XX W GEORGIA ST,Central Business District,491402.8,5458863.87
Theft from Vehicle,2018,11,24,17.0,0.0,12XX HORNBY ST,Central Business District,490642.31,5458368.77
Theft from Vehicle,2018,12,26,14.0,0.0,7XX W GEORGIA ST,Central Business District,491402.8,5458863.87
Vehicle Collision or Pedestrian Struck (with Injury),2018,9,25,13.0,8.0,HOWE ST / W GEORGIA ST,Central Business District,491334.0,5458937.0
Break and Enter Commercial,2018,6,2,4.0,30.0,16XX QUEBEC ST,Mount Pleasant,492527.07,5457535.78
Mischief,2018,8,14,21.0,27.0,KINGSWAY AVE / WINDSOR ST,Kensington-Cedar Cottage,493907.83,5455678.53
Mischief,2018,12,27,9.0,0.0,KINGSWAY AVE / WESSEX ST,Renfrew-Collingwood,497519.67,5453379.68
Theft from Vehicle,2018,12,24,0.0,0.0,BEATTY ST / W GEORGIA ST,Central Business District,491835.33,5458445.48
Theft from Vehicle,2018,11,23,20.0,0.0,BEATTY ST / W GEORGIA ST,Central Business District,491835.33,5458445.48
Vehicle Collision or Pedestrian Struck (with Injury),2018,6,21,16.0,7.0,E 59TH AVE / MAIN ST,Sunset,492575.0,5451554.0
Vehicle Collision or Pedestrian Struck (with Injury),2018,10,1,20.0,28.0,IMPERIAL RD / W 16TH AVE,Dunbar-Southlands,485212.0,5456171.0
Theft from Vehicle,2018,11,19,19.0,0.0,BEATTY ST / W GEORGIA ST,Central Business District,491835.33,5458445.48
Theft of Bicycle,2018,6,19,20.0,30.0,43XX W 10TH AVE,West Point Grey,485167.08,5456792.47
Theft of Bicycle,2018,10,10,23.0,0.0,43XX W 10TH AVE,West Point Grey,485107.17,5456803.19
Vehicle Collision or Pedestrian Struck (with Injury),2018,1,8,9.0,13.0,INVERNESS ST / E 57TH AVE,Sunset,494169.0,5451710.0
Vehicle Collision or Pedestrian Struck (with Injury),2018,4,18,19.0,11.0,INVERNESS ST / E 57TH AVE,Sunset,494169.0,5451710.0
Mischief,2018,12,2,15.0,32.0,KINGSWAY AVE / WESSEX ST,Renfrew-Collingwood,497519.67,5453379.68
Theft of Bicycle,2018,9,28,17.0,0.0,43XX W 10TH AVE,West Point Grey,485051.08,5456795.51
Theft from Vehicle,2018,8,13,22.0,0.0,BEATTY ST / W GEORGIA ST,Central Business District,491835.33,5458445.48
Vehicle Collision or Pedestrian Struck (with Injury),2018,8,3,17.0,36.0,INVERNESS ST / KINGSWAY AVE,Kensington-Cedar Cottage,494185.0,5455480.0
Theft from Vehicle,2018,6,16,12.0,0.0,BEATTY ST / W GEORGIA ST,Central Business District,491835.33,5458445.48
Theft from Vehicle,2018,4,24,23.0,0.0,BEATTY ST / W GEORGIA ST,Central Business District,491835.33,5458445.48
Break and Enter Residential/Other,2018,8,31,14.0,41.0,15XX W 33RD AVE,Shaughnessy,489745.74,5454352.45
Break and Enter Residential/Other,2018,1,31,16.0,0.0,3XX E PENDER ST,Strathcona,492944.54,5458628.58
Break and Enter Residential/Other,2018,3,24,10.0,0.0,3XX E PENDER ST,Strathcona,492944.54,5458628.58
Break and Enter Commercial,2018,4,8,0.0,58.0,12XX FRANKLIN ST,Strathcona,494360.09,5458832.95
Break and Enter Residential/Other,2018,5,24,9.0,0.0,66XX CLARENDON ST,Victoria-Fraserview,495907.85,5452211.96
Break and Enter Residential/Other,2018,7,13,13.0,39.0,3XX E PENDER ST,Strathcona,492952.56,5458628.32
Theft from Vehicle,2018,3,29,17.0,45.0,BEATTY ST / W GEORGIA ST,Central Business District,491835.33,5458445.48
Break and Enter Residential/Other,2018,6,19,19.0,27.0,3XX E PENDER ST,Strathcona,492963.25,5458627.98
Break and Enter Residential/Other,2018,6,26,10.0,53.0,3XX E PENDER ST,Strathcona,492963.25,5458627.98
Offence Against a Person,2018,12,15,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Break and Enter Residential/Other,2018,3,30,10.0,31.0,66XX CAMBIE ST,Oakridge,491497.88,5452456.28
Break and Enter Residential/Other,2018,6,30,10.0,30.0,3XX E PENDER ST,Strathcona,492963.25,5458627.98
Break and Enter Residential/Other,2018,1,20,14.0,30.0,66XX CAMBIE ST,Oakridge,491497.88,5452456.28
Break and Enter Residential/Other,2018,7,8,0.0,0.0,3XX E PENDER ST,Strathcona,492963.25,5458627.98
Theft from Vehicle,2018,2,11,7.0,27.0,7XX W GEORGIA ST,Central Business District,491409.22,5458870.38
Theft from Vehicle,2018,3,3,15.0,0.0,7XX W GEORGIA ST,Central Business District,491409.22,5458870.38
Vehicle Collision or Pedestrian Struck (with Injury),2018,12,7,19.0,3.0,JERVIS ST / ALBERNI ST,West End,490730.0,5459449.0
Theft from Vehicle,2018,2,22,17.0,0.0,BEATTY ST / W GEORGIA ST,Central Business District,491835.33,5458445.48
Vehicle Collision or Pedestrian Struck (with Injury),2018,8,30,19.0,45.0,JERVIS ST / BARCLAY ST,West End,490499.0,5459215.0
Theft from Vehicle,2018,1,6,13.0,0.0,BEATTY ST / W GEORGIA ST,Central Business District,491835.33,5458445.48
Vehicle Collision or Pedestrian Struck (with Injury),2018,1,27,11.0,54.0,JERVIS ST / BEACH AVE,West End,489936.0,5458649.0
Theft from Vehicle,2018,1,2,18.0,0.0,BEATTY ST / W GEORGIA ST,Central Business District,491835.33,5458445.48
Break and Enter Residential/Other,2018,9,19,0.0,0.0,66XX ARLINGTON ST,Killarney,497911.35,5452224.67
Mischief,2018,10,3,14.0,45.0,KINGSWAY AVE / VICTORIA DR,Kensington-Cedar Cottage,495256.47,5454709.82
Theft from Vehicle,2018,3,7,12.0,0.0,7XX W GEORGIA ST,Central Business District,491409.22,5458870.38
Theft from Vehicle,2018,3,10,19.0,0.0,7XX W GEORGIA ST,Central Business District,491409.22,5458870.38
Break and Enter Residential/Other,2018,7,14,10.0,45.0,15XX W 35TH AVE,Shaughnessy,489700.91,5454150.58
Theft from Vehicle,2018,3,12,8.0,30.0,7XX W GEORGIA ST,Central Business District,491409.22,5458870.38
Theft from Vehicle,2018,4,15,14.0,5.0,7XX W GEORGIA ST,Central Business District,491409.22,5458870.38
Theft from Vehicle,2018,6,20,13.0,25.0,7XX W GEORGIA ST,Central Business District,491409.22,5458870.38
Theft from Vehicle,2018,7,4,19.0,4.0,7XX W GEORGIA ST,Central Business District,491409.22,5458870.38
Theft of Bicycle,2018,3,7,1.0,0.0,42XX W 15TH AVE,West Point Grey,485418.03,5456288.4
Theft from Vehicle,2018,4,15,19.0,0.0,12XX HORNBY ST,Central Business District,490680.04,5458406.79
Theft of Bicycle,2018,9,21,18.0,10.0,42XX W 15TH AVE,West Point Grey,485400.8,5456279.72
Theft from Vehicle,2018,8,10,14.0,27.0,7XX W GEORGIA ST,Central Business District,491409.22,5458870.38
Vehicle Collision or Pedestrian Struck (with Injury),2018,10,20,13.0,22.0,JERVIS ST / W GEORGIA ST,West End,490773.0,5459495.0
Theft from Vehicle,2018,9,18,21.0,5.0,7XX W GEORGIA ST,Central Business District,491409.22,5458870.38
Vehicle Collision or Pedestrian Struck (with Injury),2018,1,28,21.0,0.0,JOYCE ST / CROWLEY DR,Renfrew-Collingwood,497628.0,5453855.0
Theft from Vehicle,2018,9,22,18.0,41.0,7XX W GEORGIA ST,Central Business District,491409.22,5458870.38
Theft from Vehicle,2018,11,24,6.0,54.0,7XX W GEORGIA ST,Central Business District,491409.22,5458870.38
Break and Enter Residential/Other,2018,12,20,11.0,3.0,3XX GREENSBORO PL,Oakridge,491766.16,5452402.13
Break and Enter Residential/Other,2018,7,21,19.0,26.0,15XX W 47TH AVE,Kerrisdale,489811.3,5452902.38
Break and Enter Residential/Other,2018,10,28,7.0,49.0,3XX HEATLEY AVE,Strathcona,493484.92,5458757.11
Theft of Bicycle,2018,5,31,17.0,0.0,42XX QUEBEC ST,Riley Park,492491.85,5455029.44
Break and Enter Residential/Other,2018,2,9,19.0,4.0,15XX W 49TH AVE,Kerrisdale,489720.93,5452704.14
Break and Enter Residential/Other,2018,3,13,21.0,30.0,15XX W 49TH AVE,Kerrisdale,489720.93,5452704.14
Break and Enter Residential/Other,2018,3,3,8.0,30.0,15XX W 49TH AVE,Kerrisdale,489753.32,5452693.99
Vehicle Collision or Pedestrian Struck (with Injury),2018,3,31,16.0,7.0,JOYCE ST / KINGSWAY AVE,Renfrew-Collingwood,497386.0,5453485.0
Theft from Vehicle,2018,11,27,10.0,0.0,7XX W HASTINGS ST,Central Business District,491682.32,5459224.52
Other Theft,2018,1,3,17.0,16.0,11XX ALBERNI ST,West End,490995.61,5459186.39
Vehicle Collision or Pedestrian Struck (with Injury),2018,6,19,16.0,29.0,E 59TH AVE / KNIGHT ST,Sunset,494388.0,5451513.0
Break and Enter Residential/Other,2018,12,3,14.0,30.0,65XX WILTSHIRE ST,Kerrisdale,489330.86,5452674.83
Break and Enter Residential/Other,2018,4,26,17.0,0.0,65XX WILTSHIRE ST,Kerrisdale,489321.9,5452682.09
Break and Enter Residential/Other,2018,1,12,16.0,32.0,65XX WILTSHIRE ST,Kerrisdale,489320.46,5452625.84
Vehicle Collision or Pedestrian Struck (with Injury),2018,1,2,13.0,39.0,KAMLOOPS ST / E 1ST AVE,Hastings-Sunrise,496021.0,5457407.0
Break and Enter Residential/Other,2018,4,5,17.0,0.0,3XX INDUSTRIAL AVE,Strathcona,492886.49,5457461.63
